OMOP Concept ID	Lab test ID	Lab test abbreviation	Lab test unit
NA	936	s-ej-ab	binary
NA	8772	s-kalaryh	binary
NA	631558	s-yer9ab	binary
NA	6234	s-hepfu	binary
NA	12001	b-modyp-d	binary
NA	9161	s-gh--30m	µg/l
NA	8697	b-cya-l	µg/l
NA	619136	ts-pad-2	binary
NA	10170	s-rcora8e	u/ml
NA	9332	s-w-h:b	titre
NA	4025	"p-tromboositaipumuksenselvittely	plasmasta(ko)"
NA	92	s-ssa-52	binary
NA	23079	vb-o2sat6	%
NA	12143	"s-glukoosi	1h-näyte"
NA	13661	yersiniaenterocolitica	binary
NA	5003	s-björke	form
NA	10654	s-ck-mm%	%
NA	651654	s-rcora9e	binary
NA	3000473	s-kiivie	u/ml
NA	2917045	s-caspähe	u/ml
NA	2503	4hc-pept	nmol/l
NA	3076	s-laktaattidehydrogenaasi1(s-ld-is)	%
NA	1168	"l-basofiilit	absoluuttiset"
NA	VI4869	p-prostataspesifinenantigeeni	binary
NA	13022	u-baktsjvi	binary
NA	9109	vp-gluk-2h	binary
NA	650	Ögontryck	binary
NA	629901	s-album	g/l
NA	643933	mono	binary
NA	9395	s-laktaattidehydrogenaasi4(s-ld-is)	%
NA	906	s-sae1	binary
NA	1471	vp-gluk-5h	mmol/l
NA	19292	s-ena	ratio
NA	10459	l-neutrofiilit	binary
NA	243	di-eryt	e6/l
NA	14147	NA	titre
NA	5072	"s-tonnikala	igevasta-aineet"
NA	103648_1	"cb-vekaas	ph"
NA	904	s-mda5	binary
NA	14266	"aktuaalibikarbonaatti	venaverestä
NA	1479	"u-glukoosi	(kval)"
NA	128	makrocyter	binary
NA	2733	s-teofyl	binary
NA	7355686	p-fvii	binary
NA	4003313	s-bopeabm	index
NA	8764	"s-manteli	igevasta-aineet"
NA	3635992	s-lkmab-o	binary
NA	760	p-ver-abti	titre
NA	17231	pd-gluk4p	mmol/l
NA	604098	__-amebvr	binary
NA	3162	f-cld-tox	binary
NA	1298	pt-eeg-ud	binary
NA	10180	smaapähe	u/ml
NA	2432	af-ph	NA
NA	622473	s-dsg1ab	binary
NA	1000180	porkkana	binary
NA	13600	s-aspfume	binary
NA	1335	"s-epstein-barrvirus	vasta-aineet"
NA	103648_11	"cb-vekaas	hct"
NA	2194	s-ld	binary
NA	626024	p-fpsa	µg/l
NA	17241	pd-na4p	mmol/l
NA	8646	s-yer3ab	binary
NA	65	Äitiseulanosatutkimus	binary
NA	1605101	s-leppäe	u/ml
NA	10300	s-ye-col9	titre
NA	4440	"mycoplasmapneumoniae	vasta-aineet
NA	3741559	f-paranho	binary
NA	4003500	s-klopi	nmol/l
NA	1605	s-hbsag**	binary
NA	103628	fp-renin-p	µg/l/h
NA	908	l-promyel	NA
NA	4449	proteiinis	%
NA	336	b-tromsit	e9/l
NA	905	s-nxp2	binary
NA	1220	p-dvitamiini-25-oh	nmol/l
NA	625650	kissae	binary
NA	4113	p-fiddpik	mg/l
NA	164	kananhöyh	u/ml
NA	3322	"sjögreninsyndroomaa(ro)	vasta-aineet(s-ssaab)"
NA	51	"influenssavirusa	va:tcf/virus
NA	102819	s-anaab	titre
NA	12209	alfa-1-globuliini	g/l
NA	7056	s-gluteie	u/ml
NA	9239	"s-munanvalkuainen	igevasta-aineet"
NA	10595	s-cer2/3	µmol/l
NA	5287	s-pölyer	binary
NA	1605086	s-hasspäe	binary
NA	749	s-pin2abg	eiu
NA	10160	s-luu	u/l
NA	1246	pt-dcosb1	binary
NA	8426	-mdrsvi	binary
NA	600641	p-fviii	binary
NA	4000456	s-maitoe	binary
NA	9771	s-eläiner	binary
NA	7370241	s-kefakle	u/ml
NA	2829	"tyreoglobuliini	vasta-aineet"
NA	921	s-pm-s75	binary
NA	50375	p-follikkeliastimuloivahormoni	binary
NA	20084	b-etosux	µmol/l
NA	53148	s-ruokaer	binary
NA	104	"enterovirus	vasta-aineet(cf)/virus
NA	104000	p-ps-agv	binary
NA	4800	"glukoosikoe	oraalinen
NA	475	s-melonie	u/ml
NA	14257	s-pölyer.	u/ml
NA	50367	s-leveti.	µmol/l
NA	640647	-rsvnho	binary
NA	6000216	s-vzvabcf	titre
NA	613111	s-yersab	binary
NA	615929	p-fii	binary
NA	1422	p-fsh	iu/l
NA	17228	pd-gluk1p	mmol/l
NA	6076	s-anplabg	titre
NA	602052	li-leuk-3	binary
NA	11534	u-7c-porf	nmol/l
NA	14140	NA	binary
NA	104028	s-tpo-ab	form
NA	7915	psatotaalivapaa	µg/l
NA	12210	alfa-2-globuliini	g/l
NA	9182	li-samenat	binary
NA	16244	p-f8paiv	binary
NA	tftSST	selÄnstaattinenlihasvoima	NA
NA	2703	"ps-streptocoocus	viljely(hemolyyttisetstreptokokit)"
NA	10813	"albumiini	virtsa
NA	4530	p-trigly**	mmol/l
NA	5400	cb-be*	binary
NA	1010512	s-kardabg	binary
NA	101329	ns-eos	binary
NA	649285	f-baktjvi	binary
NA	10675	u-spma	µg/g
NA	5303	b-hlanark	binary
NA	VI2582	e-retikulosyytit	%
NA	229	iga	binary
NA	3002978	p-viskos	mpas
NA	12174	s-pincf	titre
NA	12247	b-sca8-d	binary
NA	8641	"ulosteenyersiniaenterocolitica	nukleiinihaponosuus"
NA	7371701	s-rarah1e	u/ml
NA	369	"s-laktaattidehydrogenaasi	pitoisuus(s-ld-is)"
NA	103648_7	"cb-vekaas	na+"
NA	603424	s-bopeaba	iu/ml
NA	3528	"s-puumala-virus	igm-vasta-aineet"
NA	6346	b-cyp2c19	binary
NA	605957	s-w-h:g.m	binary
NA	10027	s-cladhee	u/ml
NA	1000280	lohi	binary
NA	9184	li-värinat	binary
NA	8120	b-inr-oma	NA
NA	603758	albumiini	binary
NA	9006	b-tb1	binary
NA	1471	5hgluk	mmol/l
NA	632606	s-pölyer	binary
NA	421	s-hepyaba	NA
NA	3003986	s-norklom	nmol/l
NA	103129_2	"sy-diffi	monitum."
NA	20146	b-abl-mr	binary
NA	1000152	vb-be	binary
NA	17225	pd-krea3p	µmol/l
NA	3077	s-laktaattidehydrogenaasi5(s-ld-is)	%
NA	7072	"maito(f2)	ige-vasta-aineet"
NA	45	"allergeeni	iggvasta-aineet
NA	922	s-jo-1	binary
NA	1901	u-opiaact	binary
NA	70002	"inr	tk"
NA	689	b-neut****	binary
NA	19000	alkometri	promille
NA	646757	pt-apri	NA
NA	9245	s-yer9ab	titre
NA	12454	"tioguaniini	veri"
NA	9142	"pt-gluk.koe	or
NA	4000427	s-hevonee	binary
NA	629937	cb-ca-ion	binary
NA	631559	s-yerp1ab	binary
NA	10593	s-cer4	µmol/l
NA	9235	l-lymfosyytit	binary
NA	625467	s-hepyab	binary
NA	2444	osmolaliteetti	mosm/kgh2o
NA	3435	p-protc	NA
NA	3072	s-ck-mm	u/l
NA	3277	s-vani	binary
NA	8544	se-bil	µmol/l
NA	104	"enterovirus	vasta-aineet(cf)/virus
NA	20872	b-cohbalt	%
NA	643882	neut	binary
NA	961	0m17hprog	nmol/l
NA	7019	s-mg	u/ml
NA	3009057	li-/s-alb	binary
NA	VI2303	s-magnesium	mmol/l
NA	4950	b-jak2-d	mg/l
NA	3347	s-hbcabm*	binary
NA	606176	p-fibr.	binary
NA	13101	c-ancapika	binary
NA	9837	"s-ruokaerittely	igevasta-aineet"
NA	4415	"influenssaavirus	antigeeni"
NA	9943	paecilomycesvariotii	binary
NA	655	p-tsh-20	NA
NA	631557	s-yer3ab	binary
NA	7371702	s-rarah3e	u/ml
NA	103648_5	"cb-vekaas	be(efc)"
NA	180	porkkana	u/ml
NA	5234	s-saksanp	u/ml
NA	3003628	fp-renin-p	binary
NA	4191	"ts-kudosnäyte	immunohistokemiallinentutkimus"
NA	10446	s-pax1	u/ml
NA	3765	s-scl70+ib	u/ml
NA	13455	u-canna-o*****	binary
NA	17223	pd-krea1p	µmol/l
NA	1103435	p-pc	binary
NA	7034341	fp-b6-vit	binary
NA	605954	s-w-h:b	binary
NA	3268	u-virtsatutkimus1pakettiin	binary
NA	17240	pd-na3p	mmol/l
NA	3939	p-tkfiddo	binary
NA	4000432	s-lehmäe	u/ml
NA	7073	s-mangoe	u/ml
NA	8497	du-iglcl	binary
NA	1471	vp-gluk-4h	mmol/l
NA	2926867	pt-fib-4	NA
NA	103129_1	"sy-diffi	yksitum."
NA	600055	munanvalku	binary
NA	11583	"b-diffi	a"
NA	50208	ap-k	binary
NA	10159	s-maksa-2	u/l
NA	3635994	s-lc1ab-o	binary
NA	2367	s-mypl-ak	binary
NA	609489	s-tbeabg	binary
NA	17236	pd-prot4p	mg/l
NA	10592	s-cer3	µmol/l
NA	20689	s-chikabg	NA
NA	1940	u-solutsiskem.seul	binary
NA	608534	li-fos-tau	binary
NA	632960	fs-apob/a1	binary
NA	9206	s-tshreflpt	binary
NA	1422	s-follikkeliastimuloivahormoni	iu/l
NA	46626	p-pg1/pg2	ratio
NA	901	s-mi-2a	binary
NA	8234	s-kaseiie	binary
NA	9930	"kosteusvauriopaneeli	laaja
NA	978	spermatozo	binary
NA	53026	"s-eläinryhmä	igevasta-aineet"
NA	600640	p-fvii	binary
NA	4600	p-krea/s	binary
NA	12335	u-metad-o****	binary
NA	17220	pd-urea3p	mmol/l
NA	10218	s-sakspek	u/ml
NA	10732	s-ck-tot	u/l
NA	14004	s-rprup1e	u/ml
NA	1002345	du-moma	binary
NA	1185	fp-bil	NA
NA	1103616	cb-gluk	binary
NA	6377	b-kras-fd	binary
NA	608432	s-rarah8e	binary
NA	4949	"s-immunoglobuliini	kevytketjut
NA	7145	s-mau1ryh	u/ml
NA	9005	b-nil	binary
NA	5705	"vehnäjauhojakomponentit(f4)	vasta-aineet"
NA	8790	s-borabgj	binary
NA	13011	"b-lymf	tmd"
NA	11122	u-lieriöt*	e6/l
NA	9186	"perustutkimus	aivo-selkäydinnesteestä
NA	769	s-minkkie	u/ml
NA	21816	s–afmuut	u/l
NA	930	s-pl-7	binary
NA	2783	"fibrinogeeni	plasmasta"
NA	9722	s-mehmyre	u/ml
NA	684	pf-muut	%
NA	103648_3	"cb-vekaas	po2"
NA	4764	kolonoskopiakoepalat	binary
NA	3163	"s-d-1	25-"
NA	1113	a-vitamiini	µmol/l
NA	1071	fp-nh4-lon	µmol/l
NA	1649991	s-testov%	binary
NA	1344	u-eryt*	e6/l
NA	10161	s-suoli	u/l
NA	50080	b-tromto	form
NA	9047	b-mono	binary
NA	9874	s-rarah2e	binary
NA	902	s-mi-2b	binary
NA	9189	"perustutkimus3	aivo-selkäydinnesteestä
NA	651660	p-at-jatk	%
NA	1104453	s-puumavi	binary
NA	8010	"kupari	kokoveren"
NA	2122	"s-koriongonadotropiini	ihmisen"
NA	17230	pd-gluk3p	mmol/l
NA	3253	s-igf-1	binary
NA	608535	li-bam42	binary
NA	14166	NA	e9/l
NA	4191	immunohistokemiallinentutkimus-1vasta-aine	binary
NA	6463	p-pct-poc	µg/l
NA	9143	"pt-gluk.koe	or
NA	462	oma-crp	mg/l
NA	8590	-rvirnho	binary
NA	3959	hydroksitryptamiini(5-)	nmol/l
NA	8123	s-vzvcf	titre
NA	9931	verenlaajahuume-jalääkeaineseulontasora	binary
NA	2928587	-poccv19	binary
NA	937	s-oj-ab	binary
NA	4827	p-immunoglobuliinia(pi)	g/l
NA	8119	"s-keliakia	vasta-ainetutkimus"
NA	41305	"glukoosi(kval)	vieritesti"
NA	56	"u-happamuusaste	näytteenkelpoisuusu-huume-o"
NA	603607	pika-ghb-a	binary
NA	11010	-tyglfna	µg/l
NA	609137	s-parapäe	binary
NA	10047	s-rarah2e	u/ml
NA	10476	"l-leukosyytit	basofiiliset"
NA	53066	s-koiheie	u/ml
NA	643934	eos	binary
NA	13013	"b-lymf	tmd"
NA	1627471	b-peth	binary
NA	505	"s-parainfluenssa1-	2-
NA	506	"s-mykoplasma	vasta-aineet(cf)"
NA	10590	s-cer1	µmol/l
NA	11341	p-pp	pmol/l
NA	21822	b-mito	binary
NA	14128	u-koka-o*****	binary
NA	21408	nu-6c-porf	nmol/l
NA	12211	beeta-1-globuliini	g/l
NA	625644	koivue	binary
NA	606825	b-baso%	binary
NA	103648_12	"cb-vekaas	chgb"
NA	14086	vibriospp.(vulnificus/parahaemolyticus/cholerae	binary
NA	9008	b-mito	binary
NA	12130	s-keliakiatutkimuslausunto	binary
NA	12280	"fibriinind-dimeerit	vieritestikokoverentÄ"
NA	9542	fgluk-0	binary
NA	3206	se-cl	mmol/l
NA	580	hepatiittiabc	binary
NA	21448	tulostrpa	NA
NA	654649	s-adalimu	mg/l
NA	315	s-porkkae	u/ml
NA	8284	p-c1r	%
NA	627918_1	"b-k-diffi	lym%"
NA	605012	s-c-pept	binary
NA	647560	s-hbvnho	binary
NA	938	s-ros52	binary
NA	53098	s-pajue	u/ml
NA	4000563	s-munaryh	u/ml
NA	8819	p-adam13	%
NA	1648911	s-home1ry	u/ml
NA	9007	b-tb2	binary
NA	1627171	s-rarah3e	u/ml
NA	53152	s-thevule**	u/ml
NA	9019	b-vthba1c	binary
NA	11055	u-amfet-o******	binary
NA	637698	pt-glukr2i	binary
NA	1168	l-basofiilit	binary
NA	600643	p-fxiii	binary
NA	8751	u-iglck	mg/l
NA	10407	tki	form
NA	8647	s-yer9ab	binary
NA	9004	s-ampmyre	u/ml
NA	4564	seleeni	µmol/l
NA	9847	turskae	binary
NA	184	l-lmono%	binary
NA	3000491	s-pennote	u/ml
NA	45776	s-kalaer	u/ml
NA	1846	s-fascab	titre
NA	50042	vb-shco3	binary
NA	X2474	"b-perusverenkuva(hb	hkr
NA	9231	b-mono%	%
NA	1001036	s-aldos-m	binary
NA	644085	s-igg3	binary
NA	606470	s-igf1	binary
NA	8622	di-urea	mmol/l
NA	53046	"s-home-erittely	igevasta-aineet"
NA	2630006	-hhpvnho	binary
NA	103648_10	"cb-vekaas	ctco2"
NA	10453	s-pensppg	mg/l
NA	1650111	s-testo-v	binary
NA	399	l-monosyytit	binary
NA	1605280	f-cereuvi	binary
NA	141	s-leppäe	binary
NA	1469	cb-gluk-v	mmol/l
NA	7015	"s-koivunsiitepöly(t3)	ige-vasta-aineet"
NA	963	60m17hpro	nmol/l
NA	21966	bi-calpro	mg/l
NA	607911	du-vm	ml
NA	17235	pd-prot3p	mg/l
NA	2607045	p-lupusak.	binary
NA	629957	cb-vkperus	binary
NA	7172	s-ruoka5e	u/ml
NA	11195	s-hcgbv	pmol/l
NA	10046	s-hevonee	u/ml
NA	2645140	pt-polamb	binary
NA	4744	s-sitrulliinipept.va	u/ml
NA	608533	li-tau	binary
NA	7065	"s-kaurajauho	igevasta-aineet(pi)"
NA	66	s-äitiseulanosatutkimus	binary
NA	608211	p-tt-spa%	binary
NA	1102225_1	"b-diffi	l-sauv"
NA	631560	s-yerp3ab	binary
NA	6429	p-kol**	mmol/l
NA	23580	ts-crcmut	binary
NA	8666	NA	binary
NA	103648_2	"cb-vekaas	pco2"
NA	903	s-tif1y	binary
NA	2360	"fs-mononukleoosi	vasta-aineet(kval)"
NA	2102986	s-yersaba	binary
NA	1923	"s-puumala-virus	igg-vasta-aineet"
NA	10095	"prostataspesifinenantigeeni	kokonais"
NA	21816	s&afmuut	u/l
NA	9044	"testosteroni	vapaaprosenttiosuus"
NA	12212	beeta-2-globuliini	g/l
NA	4425	"lupusantikoagulantti	drvvt"
NA	9571	u-7c-porf	nmol/l
NA	103230	mono	binary
NA	42335	u-metad-o*******	binary
NA	3429	p-b6-vit	nmol/l
NA	9442	"s-allige	riisi/ris"
NA	1336	"epstein-barrvirus	iggvasta-aineet"
NA	9294	p-hepyabg	eiu
NA	2289	s-lysotsyymi	mg/l
NA	2104453	s-puumavi	binary
NA	10594	s-cer1/3	µmol/l
NA	10148	hb-pika	g/l
NA	53158	s-micfaeg	mg/l
NA	9837	s-vehnjae	binary
NA	2606733	s-mkomp-4	binary
NA	102854	pt-brdil	binary
NA	20130	s-qfevcf	titre
NA	3836	s-ampimye	u/ml
NA	156	l-neutrofiilit	binary
NA	962	30m17hpro	nmol/l
NA	387	li-/s-alb	e3
NA	383	li-alb	NA
NA	103648_13	"cb-vekaas	glu"
NA	632591	f-gicrag	binary
NA	647556	s-afmuut	u/l
NA	301	nitriitti(kval)	NA
NA	644300	fenyylimerkaptuurihappo	binary
NA	143	"testosteroni	vapaa
NA	4818	b-c4-d	binary
NA	600110	s-t4v-d	pmol/l
NA	602224	sy-gran	binary
NA	102338_3	"s-metnor	s-mta"
NA	13900	ica(7.4)	NA
NA	9945	penicilliumbrevicompactum	binary
NA	10454	s-trvirig	mg/l
NA	1700	insuliini	mu/l
NA	14203	u-bupre-o****	binary
NA	185	l-lymf%	binary
NA	531	u-alb-mi**	mg/l
NA	606175	p-aptt.	binary
NA	919	s-ku72/86	binary
NA	622474	s-dsg3ab	binary
NA	501	sy-eryt	NA
NA	103060	s-klona	nmol/l
NA	8464	b-sezary	%
NA	924	s-srp	binary
NA	655082	b-peth	µmol/l
NA	102	b-lym%	%
NA	632526	p-luakrw	NA
NA	103648_9	"cb-vekaas	ca++"
NA	199	"folaatti	punasoluista
NA	5615	"s-ruo20sseviljaerittely1	ige"
NA	9217	ap-standardibikarbonaatti	mmol/l
NA	13507	s-rjugr1e	binary
NA	45475	dr-amyl	u/l
NA	2266	u-lh	iu/l
NA	1943	s-stroab	titre
NA	87	vb-padex	%
NA	10871	"vesirokkovirus	nho
NA	351	u-osmole	NA
NA	3000532	s-paprike	u/ml
NA	4054	ts-kudosnäytteenhistolog.tutk.1-3näyt	binary
NA	1718	"elastaasi1	uloste"
NA	9782	u-ph	NA
NA	VI3491	"pu-bakteeri	viljely1(anaerobi+aerobiviljely
NA	604244	s-borrigg	u/ml
NA	1001608	s-hbs-ab	iu/l
NA	604243	s-borrc6	li
NA	676	"myelosyytit	osatutkimus(l-myelos)"
NA	646	s-homeer	u/ml
NA	615800	u-oksik-o	binary
NA	654616	cb-hbo2sat	binary
NA	5302	s-alfamye	binary
NA	11552	"oma	pvk+tv"
NA	2426	happisaturaationmittaus	binary
NA	369	s-canalbe	u/ml
NA	4056	kudosnäyte-suppealeikkauspreparaatti	binary
NA	13114	mygenho	binary
NA	604551	s-morbabg	binary
NA	5026	s-cladhee	binary
NA	9759	s-puuer	u/ml
NA	644391	s-testovl	binary
NA	571	virtsanerpiteelisolut	binary
NA	7133	s-mehmyre	form
NA	8454	s-ampmyrg	mg/l
NA	8416	"aspergillusfumigatus	iggvasta-aineet
NA	129	sy-mn	NA
NA	608482	s-testo-vl	binary
NA	8921	b-hpa-2	binary
NA	12877	li-cmvnho	binary
NA	8920	b-hpa-1	binary
NA	10384	s-borabmo	au/ml
NA	800	b-hb-mi	g/l
NA	8618	-mar-iga	%
NA	8619	-mar-igg	%
NA	604552	s-morbabm	binary
NA	5046	"s-maissi	igevasta-aineet"
NA	50591	eb-pco2	kpa
NA	12763	s-schiaab	od
NA	1220	d-vitamiini-25-oh	binary
NA	3945778	b-vrabtu5	binary
NA	teLII	liikunta	satunnai
NA	8277	u-laktd+l	binary
NA	607078	p-luakrvv	binary
NA	504	"s-respiratorinensynsytiaalivirus	vasta-aineet(cf)"
NA	50038	ab-ahco3	NA
NA	20302	NA	u/ml
NA	7010075	l-meta	%
NA	50594	eb-shco3	mmol/l
NA	4939	f-valtavi	binary
NA	5115	"s-tattari	igevasta-aineet"
NA	606913	l-myel	NA
NA	1600031	s-pujospe	u/ml
NA	182	sinusuätutkimus	binary
NA	648632	fs-sappih	µmol/l
NA	12764	s-schimab	od
NA	613854	s-ruofx20	u/ml
NA	606914	metam	NA
NA	17217	pd-urea1p	mmol/l
NA	14236	cbpo2pika	NA
NA	8775	s-rgadc1e	u/ml
NA	8287	s-rsvcf	binary
NA	4598	p-ca*	binary
NA	4314	"s-hepatiittic-virus	nukleiinihaponosoitus
NA	1001366	s-e2	binary
NA	50367	s-leveti.**	µmol/l
NA	677	"metamyelosyytit	osatutkimus(l-metamye)"
NA	3009290	b-cd8	binary
NA	17239	pd-na2p	mmol/l
NA	8161	-prot	binary
NA	2836	"p-tyroksiini	vapaa"
NA	2656	ns-solut	binary
NA	2836	"s-tyroksiini	vapaa"
NA	977	60mdhea	nmol/l
NA	9300	muututkimus(pi)	binary
NA	14026	s-heingx3	u/ml
NA	10012	"oma	pvk+tv"
NA	10024	s-ca-albk	mmol/l
NA	814	-tb-odl-3	binary
NA	6461	s-cpept-a*	nmol/l
NA	10299	"kalsium	ionisoitunut
NA	9901	virtsanseleeni	NA
NA	10143	s-ovalbue	u/ml
NA	101243	s-fenyt	binary
NA	651653	s-rcor14e	binary
NA	3491	"pu-bakteeri	viljely1(an+aerobi
NA	5015	s-kalatue	u/ml
NA	1053	s-amebab	titre
NA	603117	lakt0-n	mmol/l
NA	9353	s-c4.	g/l
NA	12866	"streptococcuspneumoniae	nho
NA	10271	s-prlbio	NA
NA	4136	li-hcg	u/l
NA	629904	s-alfa-2	g/l
NA	3895246	s-parapäe	u/ml
NA	10289	pt-gfremd	binary
NA	49404	"f-rotavirus	nukleiinihappo(kval)
NA	303	s-nurnate	u/ml
NA	4000462	s-vehnjae	binary
NA	455	"s-kaurajauho	igevasta-aineet"
NA	608424	s-seitie	binary
NA	12969	coladp	binary
NA	462	"vehnÄjauho	igevasta-aineet"
NA	606918	l-mono	NA
NA	3001078	s-amyl	binary
NA	21092	p-kopept	pmol/l
NA	606	s-van-0	binary
NA	1157	"bakteeri	värjäys
NA	4599	"fp-kolesteroli	lowdensitylipoproteiinit(ko)"
NA	10759	"p-c-reaktiivinenproteiini	vieritutkimus
NA	507	"s-chlamydiapsittaci	vasta-aineet(cf)"
NA	teALK	pÄihteet	NA
NA	2102849	sy-unäkö-o	binary
NA	4770	b-fishdel	binary
NA	A028	b-crp-pt	NA
NA	158	b-neut	NA
NA	606915	l-nst	NA
NA	7033	"s-hevosenhilse(e3)	igevasta-aineet"
NA	9113	pf-dnan-ab	titre
NA	7904	-cv19ag4	NA
NA	434	pf-ly+mono	NA
NA	632512	p-tt-inr	NA
NA	10055506	p-tt-spr	binary
NA	8300	"diabetesrekisteri	lasten"
NA	622191	__-mygenho	binary
NA	711	u-eryt*	binary
NA	9816	20mglucp	NA
NA	9008	!pak.maitoiggvasta-aineet	binary
NA	2519	u-proteiini	binary
NA	13785	nu-7c-porf	nmol/l
NA	9800	s-dsgab	µg/l
NA	8819	s-filaab	titre
NA	13185	as-mn	%
NA	656560	s-amh	µg/l
NA	50595	eb-hbo2sat	%
NA	600027	p-lipob	binary
NA	101658	s-ihovab	binary
NA	390	60madioni	nmol/l
NA	19225	f-pakkasl	binary
NA	20387	s-vihpipe	u/ml
NA	X2600	virtsansakka(u-sakka)	binary
NA	5616	s-ruoka-aineryhmäfx20	u/ml
NA	9392	s-enaseul*	binary
NA	631576	__-hepynho	binary
NA	622612_1	"p-ca-albk	p-alb"
NA	1630232	p-pc	binary
NA	1332	l-eos/tvk	%
NA	607691	u-kreat	mmol/l
NA	10022	s-caspähe	u/ml
NA	5154778	u-meoh(virtsanmetanoli)	mg/l
NA	2750	s-toxoplasmaigm-vasta-aineet	binary
NA	6337	p-aldos	binary
NA	249	u-prot*	mg/l
NA	9261	"s-testosteroni	vapaa
NA	1034	aldosteroni	pmol/l
NA	19040	b-edta20	binary
NA	9338	s-nurnate	u/ml
NA	656	p-tsh-60	mu/l
NA	606823	b-monos%	binary
NA	650282	f-kystat	binary
NA	1399	p-fibr*	g/l
NA	9352	s-c3.	g/l
NA	49405	"adenovirus	nukleiinihappo(kval)
NA	8687	s-golim	binary
NA	10733	s-ck-mm	u/l
NA	11827	b-asoal-d	binary
NA	5006	ab-lämpöti	NA
NA	954	p-tt-inr	NA
NA	6403	"koriongonadotropiini	ihmisen
NA	11565	afer-nk	e8/kg
NA	501	pika-crp	mg/l
NA	9045	b-neu	binary
NA	10190	mandariini	u/ml
NA	627459	s-dptero	u/ml
NA	3000405	s-latekse	u/ml
NA	2442	nu-osmol	binary
NA	7096	immunoglobuliinisoijapapu	u/ml
NA	12066	s-bopeabgt	iu/ml
NA	9935	eurotiumamstelodami	binary
NA	509	"s-munankeltuainen	igevasta-aineet"
NA	205	p-ca++	ml
NA	10272	s-prlrec	NA
NA	2600104	s-ruokryh	u/ml
NA	606914	l-metam	NA
NA	49412	"ulosteenparasiitit	nukleiinihappo(kval)(6375f-paranho)"
NA	6159	s-t3-vdi	binary
NA	619	s-ascabg	u/ml
NA	8671	la-soludif	binary
NA	22102	NA	binary
NA	603118	lakt20mi	mmol/l
NA	10010	"oma	pvk+tv"
NA	606916	nlt	NA
NA	1137	fs-b12-vitamiini	pmol/l
NA	10109	b-peth	µmol/l
NA	1608	"s-hepatiittib-virus	pinta-antigeeni
NA	10310	s-tsh-abr	binary
NA	2225	"b-leukosyytit	erittelylaskenta
NA	605950	s-o4.5.12	binary
NA	3004148	s-mpoab	binary
NA	382	u-leuk*	e6/l
NA	606918	mono	NA
NA	618378	p-fibr.	binary
NA	2985	"s-yersinia	vasta-aineet(ko)"
NA	9149	"b-fosfatidyylietanoli	verestä"
NA	996	pt-ekgpitk	binary
NA	606731	s-mkomp-2	binary
NA	1718	"elastaasi1	uloste"
NA	94520	hoiinr	NA
NA	5627	s-rarah9e	binary
NA	4150	"s-mykoplasmapneumoniae	iggvasta-aineet"
NA	20459	b-hpa-15	binary
NA	3635993	s-slaab-o	binary
NA	785	pf-ca15-3	u/ml
NA	103648_14	"cb-vekaas	lac"
NA	501	pika-crp	binary
NA	4589	fp-amyl	u/l
NA	2832	p-tshrefl	mu/l
NA	177	b-eos	NA
NA	629869	b-peth	µmol/l
NA	632	s-viljaer	u/ml
NA	632694	s-kissae	binary
NA	2507	s-prl_lks	mu/l
NA	6339	"reniini	konsentraatio"
NA	160	s-lis4ba	titre
NA	3050	s-cic	sdu
NA	2600059	s-hasspäe	u/ml
NA	612	"s-allergeeni	ruokaerittely/födoämn.specifik.fx5(pi)"
NA	603119	lakt40mi	mmol/l
NA	102507	s-prl	µg/l
NA	9354	s-c1inh.	g/l
NA	21692	s-agnaab	binary
NA	50592	eb-po2	kpa
NA	1603624	p-hcyst	binary
NA	7121	s-claher	u/ml
NA	9816	0mglukcp	NA
NA	5623	"s-allige	rarah1(f422
NA	11564	afer-cd19	e8/kg
NA	9100	lausunto	NA
NA	1471	b-gluc-oma	binary
NA	4391	"endomysium	iggvasta-aineet"
NA	9323	"allergeeni	lehmä(hilse)/ko(mjäll)e4"
NA	156	l-neut	NA
NA	381	u-eryt*	e6/l
NA	10547	s-zikaabm	NA
NA	9164	s-alb(nef)	g/l
NA	4727	b-graci-d	binary
NA	64	a-so2	binary
NA	9920	"s-maatalousmikrobit	igevasta-aineet(ko)"
NA	2600040	s-kissae	binary
NA	11357	"oma	pvk+tv"
NA	6272	pt-sydämenkattavarakenteellinenjatoiminnallinenuÄ(fm1ee)	binary
NA	6467	cv19sekv	binary
NA	3509	sieniviljely	binary
NA	19976	e-punasolujenkokojakauma	binary
NA	VI1189	s-bilirubiinikonjugaatit	µmol/l
NA	3414	p-ca12-5	binary
NA	9012	monosyytitvalkosoluista%	%
NA	7128	s-staatrg	u/ml
NA	604308	f-gicrag	binary
NA	9010	"s-kalsium	ionisoitunut
NA	604550	s-morbab	binary
NA	4150	"mycoplasmapneumoniae	iggvasta-aine"
NA	10207	b-k	NA
NA	9120	e-punasolujenkokojakauma	binary
NA	606913	myel	NA
NA	53168	s-micfaee*	u/ml
NA	8773	s-rcypc1e	u/ml
NA	615498	s-pistaae	u/ml
NA	40	oraalinenglukoosirasitus	mmol/l
NA	3000464	s-omenae	binary
NA	12280	fibriinind-dimeerit(kval)	binary
NA	608631	fl-baktvr	binary
NA	14207	treg/cd3	binary
NA	733	"s-c-peptidi	proinsuliinin
